startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,locationlatitude,locationlongitude,distributionchannel,userlanguage,q_recaptchascore,consent,ready_quiz1,quiz1_1,quiz1_2,quiz1_3,allocation_luck,ready_quiz2,quiz2_1,quiz2_2,quiz2_3,allocation_merit,ready_quiz3,quiz3_1,quiz3_2,quiz3_3,allocation_educ,ready_quiz4,quiz4_1,quiz4_2,quiz4_3,tickYN_educ,tickYN_educ_firstClick,tickYN_educ_lastClick,q91_pagesubmit,tickYN_educ_tick_count,tick241_educ,allocation_info_educ_NoTick,allocation_info_educ_YesTick,ready_quiz5,quiz5_1,quiz5_2,quiz5_3,allocation_employ,ready_quiz6,quiz6_1,quiz6_2,quiz6_3,tickYN_employ,tickYN_employ_firstClick,tickYN_employ_lastClick,q151_pagesubmit,tickYN_employ_tick_count,tick241_employ,allocation_info_employ_NoTick,allocation_info_employ_YesTick,survey_fair1,survey_reason_text,q182_4_text,q182_7_text,male,age,edu,income,party,q187_6_text,attitude,englishNative,q189_2_text,followup,mTurkID,sc0,sc1,confirmation_code,scoreopportunity,scoreemployment,passQuiz
2022-02-01 20:29:03,2022-02-01 20:33:43,IP Address,47.44.40.8,100,279,True,2022-02-01 20:33:43,R_Qbmg9NIfgbAM3Lz,,,,,34.0796966552734375,-83.93280029296875,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 4 USD and worker B is paid 2 USD.,,,,,,,,,,,,,Very unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,30 to 39,"some college education, or 2 year college degree","$30,001 to $50,000",Independent,,The amount of inequality in society is very unacceptable.,Yes,,Yes,AY3HAME9MF1J,0,0,26084,,,
2022-02-01 20:31:57,2022-02-01 20:33:44,IP Address,108.44.207.201,100,107,True,2022-02-01 20:33:44,R_1roYehAKnphWIAk,,,,,38.27099609375,-77.54949951171875,anonymous,EN,1,I agree,,,,,,,,,,,I am ready for the comprehension quiz.,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,92433,,,
2022-02-01 20:21:41,2022-02-01 20:34:00,IP Address,50.5.13.149,100,739,True,2022-02-01 20:34:01,R_QlG9LppBCG5nMOZ,,,,,39.1641998291015625,-84.23560333251953125,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go to the 3-digit code task to try to learn the information,3.079,133.208,135.363,46,"241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241",,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,Very unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,30 to 39,"some college education, or 2 year college degree","$70,001 to $100,000",Independent,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A3W3J12R8UM21Z,32,0,84739,32,,
2022-02-01 20:28:48,2022-02-01 20:34:06,IP Address,71.68.111.245,100,317,True,2022-02-01 20:34:06,R_3p9oHWIGQsNb9R9,,,,,35.193603515625,-80.68650054931640625,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 6 USD and worker B is paid 0 USD.,,,,,,,,,,,,,Fair,I did not redistribute because I believe the original rules of the reward scheme between the two workers was fair.,,,Female,40 to 49,graduated from a 4 year college,"$30,001 to $50,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A2PNB80N18RZDT,0,0,71231,,,
2022-02-01 20:27:30,2022-02-01 20:34:14,IP Address,47.28.123.121,100,403,True,2022-02-01 20:34:15,R_W3ryh0K5XuHcl9v,,,,,34.16070556640625,-118.2263946533203125,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go to the 3-digit code task to try to learn the information,5.973,97.753,100.273,33,"241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241",,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,60 to 69,some graduate school attended or higher,"$70,001 to $100,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,AKFUA2F8Q2BFF,33,0,64001,33,,
2022-02-01 20:26:43,2022-02-01 20:34:30,IP Address,184.58.8.77,100,466,True,2022-02-01 20:34:30,R_302jZ1K9D4FVRAe,,,,,40.0325927734375,-82.8798980712890625,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go to the 3-digit code task to try to learn the information,6.96,58.919,67.054,37,"241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241",,Worker A is paid 3 USD and worker B is paid 3 USD.,Neutral,I redistributed the money based on what I believe is fair between the two workers.,,,Male,30 to 39,some graduate school attended or higher,"$70,001 to $100,000",Independent,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A1VJ83IL5JENJ8,0,33,26898,,33,
2022-02-01 20:32:22,2022-02-01 20:35:00,IP Address,98.26.11.249,100,158,True,2022-02-01 20:35:01,R_3QQULtFsAnuTedy,,,,,35.7633056640625,-78.70999908447265625,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 4 USD and worker B is paid 2 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,18 to 22,graduated from a 4 year college,"$0 to $15,000",Libertarian,,The amount of inequality in society is moderately reasonable.,Yes,,Yes,A2ACX43GBX15OC,0,0,25080,,,
2022-02-01 20:31:55,2022-02-01 20:35:00,IP Address,108.6.120.31,100,185,True,2022-02-01 20:35:01,R_2e4gEVdaD4nvj4m,,,,,40.701507568359375,-73.84220123291015625,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 4 USD and worker B is paid 2 USD.,,,,,,,,,,,,,Neutral,I redistributed the money based on what I believe is fair between the two workers.,,,Female,23 to 29,some graduate school attended or higher,"$70,001 to $100,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A32eKEA58LWQ86K,0,0,76146,,,
2022-02-01 20:32:08,2022-02-01 20:35:35,IP Address,73.75.214.194,100,207,True,2022-02-01 20:35:36,R_2dR5RLZd292BTSo,,,,,41.8058929443359375,-89.710601806640625,anonymous,EN,1,I agree,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 4 USD and worker B is paid 2 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,30 to 39,graduated from a 4 year college,"$50,001 to $70,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A33KSJDBWWKKQ1,0,0,40616,,,
2022-02-01 20:32:38,2022-02-01 20:36:51,IP Address,174.26.132.220,100,252,True,2022-02-01 20:36:51,R_3JtnpRtt1vTd0gF,,,,,33.591705322265625,-112.11309814453125,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,0,0,80346,,,
2022-02-01 20:32:07,2022-02-01 20:38:12,IP Address,69.246.192.16,100,365,True,2022-02-01 20:38:13,R_pKuiJar0EMIxdv3,,,,,42.0019989013671875,-87.73220062255859375,anonymous,EN,1,I agree,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 6 USD and worker B is paid 0 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very fair,I did not redistribute because I believe the original rules of the reward scheme between the two workers was fair.,,,Female,30 to 39,graduated from a 4 year college,"$50,001 to $70,000",Democrat,,The amount of inequality in society is moderately reasonable.,Yes,,Yes,A19LHRTVL0QZEI,0,0,80072,,,
2022-02-01 20:27:51,2022-02-01 20:38:55,IP Address,108.206.47.9,100,663,True,2022-02-01 20:38:55,R_3nqKB21Q5OzaL6i,,,,,26.1858062744140625,-80.23999786376953125,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go to the 3-digit code task to try to learn the information,10.913,130.922,149.7,38,"241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241",,Worker A is paid 4 USD and worker B is paid 2 USD.,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,50 to 59,some graduate school attended or higher,"$50,001 to $70,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A2QNLENFW52IHJ,0,29,20382,,29,
2022-02-01 20:36:51,2022-02-01 20:39:03,IP Address,172.56.15.6,100,131,True,2022-02-01 20:39:03,R_3RfAVBbwBThDdJv,,,,,29.6923980712890625,-95.51300048828125,anonymous,EN,0.800000011920928955078125,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,40 to 49,"some college education, or 2 year college degree","$30,001 to $50,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A1E8WU0ER9WT88,0,0,33394,,,
2022-02-01 20:35:31,2022-02-01 20:39:50,IP Address,174.205.238.8,100,259,True,2022-02-01 20:39:51,R_21Bd9WFpzZbeah5,,,,,33.562896728515625,-112.05190277099609375,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,93899,,,
2022-02-01 20:36:43,2022-02-01 20:40:32,IP Address,68.61.141.131,100,229,True,2022-02-01 20:40:33,R_1qXvwnaFlyKuE5D,,,,,42.3574981689453125,-83.2162017822265625,anonymous,EN,1,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 6 USD and worker B is paid 0 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fair,I did not redistribute because I believe the original rules of the reward scheme between the two workers should be followed.,,,Male,30 to 39,"some college education, or 2 year college degree","$0 to $15,000",Independent,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A30YGRDG70LAGE,0,0,60163,,,
2022-02-01 20:40:16,2022-02-01 20:41:17,IP Address,174.205.238.8,100,61,True,2022-02-01 20:41:18,R_0ul1VRtpIfvzK9j,,,,,33.562896728515625,-112.05190277099609375,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,25106,,,
2022-02-01 20:37:09,2022-02-01 20:41:58,IP Address,71.228.2.240,100,288,True,2022-02-01 20:41:58,R_3lsIKzM7m3yAz2E,,,,,41.3332061767578125,-89.125,anonymous,EN,1,I agree,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 4 USD and worker B is paid 2 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,23 to 29,"some college education, or 2 year college degree","$0 to $15,000",I do not vote,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A3IMQJZQEV9BIO,0,0,34348,,,
2022-02-01 20:36:37,2022-02-01 20:43:03,IP Address,68.116.214.117,100,386,True,2022-02-01 20:43:03,R_31nI98IxINJRuPr,,,,,30.5435943603515625,-89.68959808349609375,anonymous,EN,1,I agree,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 4 USD and worker B is paid 2 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,I redistributed the money because of another motive (please specify),,"Worker b may have answered most of the questions correctly but for unknown reasons missed one or two, possibly an accidental button press, but still put forth the same amount of effort as worker a",Female,40 to 49,"some college education, or 2 year college degree","$15,001 to $30,000",Republican,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,A5S331M5C3BMR,0,0,63440,,,
2022-02-01 20:41:39,2022-02-01 20:45:15,IP Address,174.205.238.8,100,215,True,2022-02-01 20:45:15,R_1da96V1wYosQeXl,,,,,33.562896728515625,-112.05190277099609375,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go directly to the page about the redistribution decision,,,,,,Worker A is paid 4 USD and worker B is paid 2 USD.,,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,30 to 39,"some college education, or 2 year college degree","$15,001 to $30,000",Independent,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A323IODZ7TE3E3,0,0,49082,,0,
2022-02-01 20:40:30,2022-02-01 20:47:41,IP Address,137.81.102.45,100,431,True,2022-02-01 20:47:42,R_vVwuRdo9RZ1YqrL,,,,,46.704498291015625,-92.095001220703125,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go directly to the page about the redistribution decision,,,,,,Worker A is paid 4 USD and worker B is paid 2 USD.,,,,,,,,,,,,,,,,,,,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,23 to 29,"some college education, or 2 year college degree","$0 to $15,000",Independent,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A1FQ20DI1N0QJI,0,0,21224,0,,
2022-02-01 20:40:00,2022-02-01 20:48:20,IP Address,71.89.189.93,100,499,True,2022-02-01 20:48:20,R_uneCP2y3zpL8jOV,,,,,44.44549560546875,-83.35810089111328125,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go to the 3-digit code task to try to learn the information,3.996,124.919,129.6,31,"241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241",,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,Very unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,50 to 59,completed high school,"$100,001 to $130,000",Republican,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A1UXVLMCA3PBIL,31,0,58818,31,,
2022-02-01 20:38:09,2022-02-01 20:49:06,IP Address,65.27.59.225,100,657,True,2022-02-01 20:49:06,R_2TZemBnItI3Bde4,,,,,42.8824005126953125,-88.3430023193359375,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 4 USD and worker B is paid 2 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,30 to 39,some graduate school attended or higher,"$130,001 to $170,000",Republican,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,AYD9SDSN3JT54,0,0,20635,,,
2022-02-01 20:43:40,2022-02-01 20:50:18,IP Address,73.72.129.60,100,398,True,2022-02-01 20:50:18,R_pbhho8BqroGuO0V,,,,,41.7404937744140625,-87.65869903564453125,anonymous,EN,1,I agree,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 4 USD and worker B is paid 2 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,I redistributed the money based on what I believe is fair between the two workers.,,,Other or prefer not to say,30 to 39,"some college education, or 2 year college degree","$15,001 to $30,000",Independent,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A25XII4YYJ59MO,0,0,96793,,,
2022-02-01 20:46:10,2022-02-01 20:54:16,IP Address,73.41.49.56,100,485,True,2022-02-01 20:54:16,R_rcdQK6ZxrGCjEBj,,,,,37.9998016357421875,-120.32669830322265625,anonymous,EN,1,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,50 to 59,"some college education, or 2 year college degree","$70,001 to $100,000",Republican,,The amount of inequality in society is moderately reasonable.,Yes,,Yes,AJTPDPN27UCUS,0,0,71941,,,
2022-02-01 20:38:07,2022-02-01 20:54:29,IP Address,104.180.25.104,100,982,True,2022-02-01 20:54:30,R_1NmkwYXVjuzpwYy,,,,,30.3957977294921875,-81.689300537109375,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go directly to the page about the redistribution decision,,,,,,Worker A is paid 4 USD and worker B is paid 2 USD.,,Unfair,I redistributed the money based on what I believe is fair between the two workers as well as myself.,,,Female,30 to 39,completed high school,"$0 to $15,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A2S93GQU97VZTB,0,0,42475,,0,
2022-02-01 20:54:47,2022-02-01 20:57:12,IP Address,69.133.19.134,100,144,True,2022-02-01 20:57:12,R_wZhrwvhzGIy1sqt,,,,,38.992401123046875,-84.64620208740234375,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11101,,,
2022-02-01 20:59:21,2022-02-01 21:02:50,IP Address,47.181.114.195,100,208,True,2022-02-01 21:02:50,R_3ff4VNuUx0QQRA1,,,,,33.889892578125,-118.4008026123046875,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11189,,,
2022-02-01 20:06:44,2022-02-01 20:07:09,IP Address,69.141.254.99,73,24,False,2022-02-01 21:06:45,R_3qX8e4yaIvfPMbU,,,,,,,anonymous,EN,1,I agree,I am ready for the comprehension quiz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,58476,,,
2022-02-01 20:07:40,2022-02-01 20:07:48,IP Address,73.138.1.245,71,8,False,2022-02-01 21:07:41,R_3R1xpzQFBGe9YcO,,,,,,,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,30975,,,
2022-02-01 20:09:37,2022-02-01 20:10:51,IP Address,184.58.87.21,73,74,False,2022-02-01 21:09:37,R_2qreo9P8uTsGR9p,,,,,,,anonymous,EN,1,I agree,,,,,,,,,,,I am ready for the comprehension quiz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,62024,,,
2022-02-01 20:11:39,2022-02-01 20:12:00,IP Address,117.206.137.194,78,20,False,2022-02-01 21:11:39,R_2TAEdUcyL9ETQbM,,,,,,,anonymous,EN,1,I agree,,,,,,I am ready for the comprehension quiz.,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,14181,,,
2022-02-01 20:17:20,2022-02-01 20:17:39,IP Address,73.203.164.100,62,18,False,2022-02-01 21:17:23,R_50HmbwSqEAjYZjj,,,,,,,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,34839,,,
2022-02-01 21:13:14,2022-02-01 21:18:39,IP Address,66.30.228.208,100,325,True,2022-02-01 21:18:39,R_qIXTceajVog4af7,,,,,43.072906494140625,-70.80519866943359375,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go directly to the page about the redistribution decision,,,,,,Worker A is paid 3 USD and worker B is paid 3 USD.,,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,30 to 39,graduated from a 4 year college,"$50,001 to $70,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A1IGNLCN7QUES5,0,0,54671,,0,
2022-02-01 21:12:36,2022-02-01 21:21:42,IP Address,96.40.201.2,100,545,True,2022-02-01 21:21:42,R_2pY8sgXNrgSVUU4,,,,,38.54339599609375,-90.03510284423828125,anonymous,EN,1,I agree,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 5 USD and worker B is paid 1 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,40 to 49,graduated from a 4 year college,"$70,001 to $100,000",Democrat,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,A3DYQ1OLJ2BJTR,0,0,93505,,,
2022-02-01 20:26:24,2022-02-01 20:33:44,IP Address,76.104.33.174,71,439,False,2022-02-01 21:26:25,R_1q4aEPyKHsb61vu,,,,,,,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,98883,,,
2022-02-02 19:08:45,2022-02-02 19:09:41,IP Address,108.51.121.72,100,56,True,2022-02-02 19:09:41,R_1pQnWa6Y45e7MlY,,,,,38.7783050537109375,-77.1219024658203125,anonymous,EN,1,I agree,,,,,,I am ready for the comprehension quiz.,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,59982,,,
2022-02-02 19:09:04,2022-02-02 19:10:55,IP Address,172.250.31.231,100,110,True,2022-02-02 19:10:55,R_1pT1tWY7W5LUeiE,,,,,34.0675048828125,-118.3520965576171875,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,83236,,,
2022-02-02 19:09:57,2022-02-02 19:11:21,IP Address,108.51.121.72,100,84,True,2022-02-02 19:11:21,R_2CV8LdPg4NAd98t,,,,,38.7783050537109375,-77.1219024658203125,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,I am ready for the comprehension quiz.,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,41128,,,
2022-02-02 19:11:21,2022-02-02 19:11:44,IP Address,172.250.31.231,100,22,True,2022-02-02 19:11:44,R_1GIFgusalY1Gfar,,,,,34.0675048828125,-118.3520965576171875,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,23162,,,
2022-02-02 19:09:15,2022-02-02 19:11:56,IP Address,108.34.242.232,100,160,True,2022-02-02 19:11:56,R_3OZs4i5tD0q7eDv,,,,,41.776092529296875,-71.44519805908203125,anonymous,EN,1,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,23 to 29,some graduate school attended or higher,"$50,001 to $70,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A3RZDAEEIPTBFV,0,0,51330,,,
2022-02-02 19:08:46,2022-02-02 19:11:56,IP Address,67.162.78.231,100,190,True,2022-02-02 19:11:56,R_3hrRoO9XC5JVbLb,,,,,41.6399993896484375,-88.0717010498046875,anonymous,EN,1,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very fair,I redistributed the money based on what I believe is fair between the two workers as well as myself.,,,Male,23 to 29,"some college education, or 2 year college degree","$30,001 to $50,000",Democrat,,The amount of inequality in society is very reasonable.,Yes,,Yes,A3BPJK7XSOHXM4,0,0,90393,,,
2022-02-02 19:10:47,2022-02-02 19:12:13,IP Address,173.62.15.216,100,85,True,2022-02-02 19:12:13,R_BVaoTu9LrKiv6Qp,,,,,41.5404052734375,-73.8979034423828125,anonymous,EN,1,I agree,,,,,,I am ready for the comprehension quiz.,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,82183,,,
2022-02-02 19:11:53,2022-02-02 19:12:25,IP Address,172.250.31.231,100,31,True,2022-02-02 19:12:25,R_r8ytwTqH5EcPeCt,,,,,34.0675048828125,-118.3520965576171875,anonymous,EN,1,I agree,I am ready for the comprehension quiz.,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,67472,,,
2022-02-02 19:10:54,2022-02-02 19:12:43,IP Address,24.18.85.227,100,108,True,2022-02-02 19:12:43,R_3jUuna9uWt2p4Iq,,,,,47.6461944580078125,-117.2657012939453125,anonymous,EN,1,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 5 USD and worker B is paid 1 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,I redistributed the money based on what I believe is fair between the two workers.,,,Female,30 to 39,"some college education, or 2 year college degree","$30,001 to $50,000",Independent,,The amount of inequality in society is moderately reasonable.,Yes,,Yes,A3NHBXYOMMJ2W6,0,0,12823,,,
2022-02-02 19:08:55,2022-02-02 19:13:13,IP Address,207.38.152.29,100,258,True,2022-02-02 19:13:14,R_2xRIvrV9cu0xBo6,,,,,40.7263031005859375,-73.9817962646484375,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 4 USD and worker B is paid 2 USD.,,,,,,,,,,,,,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,40 to 49,some graduate school attended or higher,"$100,001 to $130,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A2J2ZAEFRA1S79,0,0,12837,,,
2022-02-02 19:12:34,2022-02-02 19:13:25,IP Address,172.250.31.231,100,51,True,2022-02-02 19:13:26,R_3fDyOSEUQkhISdK,,,,,34.0675048828125,-118.3520965576171875,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,17195,,,
2022-02-02 19:10:21,2022-02-02 19:13:45,IP Address,216.105.78.214,100,204,True,2022-02-02 19:13:46,R_re9G8XbM0aya0IV,,,,,45.0767059326171875,-122.78910064697265625,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,55458,,,
2022-02-02 19:10:34,2022-02-02 19:14:13,IP Address,76.107.143.61,100,219,True,2022-02-02 19:14:14,R_tDMojLsKEae7gjL,,,,,32.3903961181640625,-93.711700439453125,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20792,,,
