startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,locationlatitude,locationlongitude,distributionchannel,userlanguage,q11,q41,q51,q61,q71,q81,q91,q111_firstclick,q111_lastclick,q111_pagesubmit,q111_clickcount,q121_firstclick,q121_lastclick,q121_pagesubmit,q121_clickcount,q123,q124,q125,q126,q127,q128,q129,q1210,q1211,q1212,q1213,q1214,q1215,q1216,q1217,q151_firstclick,q151_lastclick,q151_pagesubmit,q151_clickcount,q161_firstclick,q161_lastclick,q161_pagesubmit,q161_clickcount,q163,q164,q165,q166,q171_1,q171_2,q171_3,q171_4,q171_5,q172,q173,q174,q175,q176,q176_6_text,q177,q178,q178_2_text,q179,q1710,sc0,sc1,confirmation_code,fl_39_do,fl_7_do,fl_21_do,fl_16_do,batch
4/21/2022 21:10,4/21/2022 21:16,IP Address,71.239.78.251,100,359,TRUE,4/21/2022 21:16,R_2967VjrTVtlUcQL,,,,,41.9704,-87.7036,anonymous,ZH-S,I agree,Jim is awarded a bonus of $400 and Bill is awarded a bonus of $200,,,,,,4.715,49.453,71.115,7,2.677,140.303,140.868,29,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,10,10,3,5,10,Male,23 to 29,graduated from a 4 year college,"$50,001 to $70,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A2Y2UWA2KNJHMV,15,0,42923,Vignette-MeritOpportunity,FL_11,,,1
4/21/2022 20:50,4/21/2022 21:16,IP Address,47.153.172.67,100,1524,TRUE,4/21/2022 21:16,R_1jDqfDJSKYGWt3Z,,,,,33.6598,-117.3485,anonymous,ZH-S,I agree,,,,Jim is awarded a bonus of $200 and Bill is awarded a bonus of $400,,,0,0,4.131,0,,,,,,,,,,,,,,,,,,,,,,,,6.543,22.711,23.653,4,Building tunnels in the soil,Help them sense danger,Insect repellent,Tiny scales similar to those of a snake,5,2,5,4,6,Male,30 to 39,have not completed high school,"$15,001 to $30,000",Independent,,The amount of inequality in society is very reasonable.,Yes,,Yes,A1WP9ELPIYN4AZ,0,1,49080,Vignette-RandomEmployment,FL_14,,test-short,1
4/21/2022 21:02,4/21/2022 21:16,IP Address,104.245.141.164,100,818,TRUE,4/21/2022 21:16,R_1jAQwwRuHGE0JAG,,,,,37.4868,-83.2913,anonymous,ZH-S,I agree,,,,Jim is awarded a bonus of $400 and Bill is awarded a bonus of $200,,,227.57,239.274,239.603,4,5.256,149.247,149.971,31,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,6,6,8,8,7,Male,30 to 39,"some college education, or 2 year college degree","$30,001 to $50,000",Independent,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A1PTTZ1A8CW4ZA,15,0,67606,Vignette-RandomEmployment,FL_14,,test-long,1
4/21/2022 21:08,4/21/2022 21:16,IP Address,24.158.128.3,100,498,TRUE,4/21/2022 21:16,R_3RfNAqIE7KQe8z3,,,,,36.524,-82.5163,anonymous,ZH-S,I agree,,,,,At least 40% but below 60% of managers,,0,0,111.272,0,4.482,97.742,100.134,17,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,4,7,3,5,6,Male,30 to 39,graduated from a 4 year college,"$15,001 to $30,000",Independent,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A3CTPF03CRIP67,15,0,37799,Vignette-InfoOpportunity,FL_11,,,1
4/21/2022 21:10,4/21/2022 21:17,IP Address,73.180.52.109,100,388,TRUE,4/21/2022 21:17,R_2BysEGtuagw9CsM,,,,,45.5375,-122.5989,anonymous,ZH-S,I agree,,Jim is awarded a bonus of $600 and Bill is awarded a bonus of $0,,,,,,,,,8.42,120.717,122.52,15,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,2 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Via infrared,Castings,"Moles, rats, fish and toads",1/3 its own body weight,0,0,33.913,0,,,,,,,,,6,8,3,1,9,Male,40 to 49,some graduate school attended or higher,"$100,001 to $130,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A19HUGM4G6QTCT,13,0,29545,Vignette-RandomOpportunity,FL_13,tutorial-lowrelevance,,1
4/21/2022 21:07,4/21/2022 21:17,IP Address,68.58.165.82,100,583,TRUE,4/21/2022 21:17,R_8eP0qEaOwUb1tux,,,,,42.9813,-83.7349,anonymous,ZH-S,I agree,,Jim is awarded a bonus of $500 and Bill is awarded a bonus of $100,,,,,3.544,77.232,100.015,5,8.31,94.974,96.123,24,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,7,9,5,2,5,Female,40 to 49,graduated from a 4 year college,"$0 to $15,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A36WSY6E9F96SV,15,0,63483,Vignette-RandomOpportunity,FL_12,,,1
4/21/2022 21:06,4/21/2022 21:17,IP Address,75.177.128.63,100,640,TRUE,4/21/2022 21:17,R_3CI8uvefoufsSKt,,,,,35.7178,-78.8428,anonymous,ZH-S,I agree,,,,,,At least 60% but below 80% of managers,2.287,2.287,116.187,1,2.357,81.706,84.74,32,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,9,9,0,9,10,Female,23 to 29,some graduate school attended or higher,"$70,001 to $100,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A39KOYO0JREVZH,15,0,95962,Vignette-InfoEmployment,FL_12,,,1
4/21/2022 21:12,4/21/2022 21:17,IP Address,104.218.66.10,100,314,TRUE,4/21/2022 21:17,R_2QhZpkIx98nwSJb,,,,,40.7597,-96.6542,anonymous,ZH-S,I agree,,,,,At least 20% but below 40% of managers,,0,0,61.264,0,4.718,71.829,74.126,16,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,8,8,8,8,8,Male,30 to 39,graduated from a 4 year college,"$30,001 to $50,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A2XR3KS390FWET,15,0,85410,Vignette-InfoOpportunity,FL_11,,,1
4/21/2022 21:09,4/21/2022 21:18,IP Address,216.171.3.194,100,491,TRUE,4/21/2022 21:18,R_RW7H5cfkGBNQ4O5,,,,,40.112,-88.2365,anonymous,ZH-S,I agree,Jim is awarded a bonus of $400 and Bill is awarded a bonus of $200,,,,,,10.002,10.002,86.494,1,13.458,156.236,157.412,16,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,7,8,6,3,8,Male,18 to 22,"some college education, or 2 year college degree","$50,001 to $70,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A18AXLMNQCH9FP,15,0,77124,Vignette-MeritOpportunity,FL_12,,,1
4/21/2022 21:13,4/21/2022 21:18,IP Address,71.237.145.33,100,315,TRUE,4/21/2022 21:18,R_1QEGfZxoIkXFDXr,,,,,44.9466,-123.0105,anonymous,ZH-S,I agree,,,,,At least 20% but below 40% of managers,,0,0,42.726,0,5.473,62.368,63.198,16,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Small insects,More than 100,60 days,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,3,6,5,7,7,Male,30 to 39,graduated from a 4 year college,"$15,001 to $30,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A3PP1JY915TWIQ,13,0,69003,Vignette-InfoOpportunity,FL_12,,,1
4/21/2022 21:08,4/21/2022 21:19,IP Address,104.5.112.246,100,609,TRUE,4/21/2022 21:19,R_2ZITIKV0Zm7F1yO,,,,,32.9761,-115.5291,anonymous,ZH-S,I agree,,,Jim is awarded a bonus of $400 and Bill is awarded a bonus of $200,,,,3.215,130.015,130.852,6,1.191,158.433,160.861,29,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,10,10,6,9,10,Female,23 to 29,graduated from a 4 year college,"$0 to $15,000",I do not vote,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A1C657Y1DGV9IA,15,0,98414,Vignette-MeritEmployment,FL_11,,,1
4/21/2022 21:04,4/21/2022 21:19,IP Address,107.202.250.21,100,873,TRUE,4/21/2022 21:19,R_3dGkFQglezMf4Rt,,,,,26.2729,-80.26,anonymous,ZH-S,I agree,,,,,At least 20% but below 40% of managers,,0,0,296.347,0,7.863,68.535,69.365,15,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,7,8,9,6,1,Male,30 to 39,graduated from a 4 year college,"$50,001 to $70,000",Independent,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A2XRLUL6IDA9E0,15,0,56439,Vignette-InfoOpportunity,FL_12,,,1
4/21/2022 21:14,4/21/2022 21:20,IP Address,75.167.255.210,100,371,TRUE,4/21/2022 21:20,R_3OdKRDyzd789Ip2,,,,,33.508,-112.0995,anonymous,ZH-S,I agree,,Jim is awarded a bonus of $300 and Bill is awarded a bonus of $300,,,,,0,0,55.727,0,6.601,101.912,103.093,34,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 20,2 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,6,5,8,7,6,Female,30 to 39,"some college education, or 2 year college degree","$30,001 to $50,000",Republican,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A3U07XC074CDXS,13,0,37180,Vignette-RandomOpportunity,FL_12,,,1
4/21/2022 21:09,4/21/2022 21:21,IP Address,76.30.16.70,100,749,TRUE,4/21/2022 21:21,R_3EzG2cxSRNMetp9,,,,,29.8973,-95.6463,anonymous,ZH-S,I agree,,,,,At least 80% of managers,,2.162,140.906,142.766,3,4.316,180.431,181.613,35,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their bristles,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,8,6,10,3,10,Female,40 to 49,graduated from a 4 year college,"$0 to $15,000",Republican,,The amount of inequality in society is moderately reasonable.,No (please specify your native language),filipino,Yes,A2LIY5A4EZ4159,14,0,67456,Vignette-InfoOpportunity,FL_14,,test-long,1
4/21/2022 21:16,4/21/2022 21:21,IP Address,24.224.120.241,100,346,TRUE,4/21/2022 21:21,R_23eNd8S9GvNKL9m,,,,,35.5746,-80.8234,anonymous,ZH-S,I agree,Jim is awarded a bonus of $400 and Bill is awarded a bonus of $200,,,,,,0,0,67.413,0,,,,,,,,,,,,,,,,,,,,,,,,11.053,35.767,38.552,4,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,9,7,10,5,6,Male,30 to 39,graduated from a 4 year college,"$15,001 to $30,000",Republican,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A3GBB7LOWGKQ6P,0,4,55049,Vignette-MeritOpportunity,FL_14,,test-short,1
4/21/2022 21:08,4/21/2022 21:24,IP Address,96.236.191.62,100,940,TRUE,4/21/2022 21:24,R_2dg4G5sAeOrkOOV,,,,,40.4325,-79.863,anonymous,ZH-S,I agree,,,,,,At least 40% but below 60% of managers,3.821,60.865,229.384,2,7.005,119.712,120.958,32,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Micro-organisms,More than 100,60 days,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Earthworms do not sense light but rely on sonar,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,10,10,3,6,10,Female,40 to 49,graduated from a 4 year college,"$130,001 to $170,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A8C1BYO6ZDBOL,12,0,20870,Vignette-InfoEmployment,FL_13,tutorial-highrelevance,,1
4/21/2022 21:19,4/21/2022 21:24,IP Address,24.167.227.105,100,351,TRUE,4/21/2022 21:24,R_3ENkyrMuzKNgoTP,,,,,43.1166,-87.9904,anonymous,ZH-S,I agree,,,,Jim is awarded a bonus of $300 and Bill is awarded a bonus of $300,,,0,0,41.521,0,7.424,95.121,96.189,29,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,9,10,0,5,10,Other or prefer not to say,23 to 29,"some college education, or 2 year college degree","$0 to $15,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,AY65A8E8O9M5G,15,0,78374,Vignette-RandomEmployment,FL_11,,,1
4/21/2022 21:13,4/21/2022 21:25,IP Address,24.230.71.218,100,667,TRUE,4/21/2022 21:25,R_QceMau5ocHwdiJr,,,,,44.3695,-100.3211,anonymous,ZH-S,I agree,,,Jim is awarded a bonus of $400 and Bill is awarded a bonus of $200,,,,1.459,124.222,129.913,46,1.335,107.869,114.373,70,Building tunnels in the soil,Help them sense danger,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,2 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Casings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,8,8,8,8,8,Male,30 to 39,graduated from a 4 year college,"$50,001 to $70,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,AW2XWG1NUYMR5,12,0,36595,Vignette-MeritEmployment,FL_14,,test-long,1
4/21/2022 21:17,4/21/2022 21:29,IP Address,73.49.185.220,100,717,TRUE,4/21/2022 21:29,R_3gXBD6JFRfPsEhI,,,,,26.1481,-80.2088,anonymous,ZH-S,I agree,,,,,,At least 40% but below 60% of managers,0,0,119.374,0,13.731,243.93,251.343,21,Building tunnels in the soil,Help them sense danger,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their bristles,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",A quarter of a pound,,,,,,,,,,,,,10,8,10,3,10,Female,18 to 22,"some college education, or 2 year college degree","$15,001 to $30,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A2A78DMGLC1S0Y,12,0,72946,Vignette-InfoEmployment,FL_11,,,1
4/21/2022 21:23,4/21/2022 21:31,IP Address,172.58.219.162,100,519,TRUE,4/21/2022 21:31,R_8f5n7wIWbZMA2ad,,,,,42.3253,-71.0951,anonymous,ZH-S,I agree,Jim is awarded a bonus of $600 and Bill is awarded a bonus of $0,,,,,,2.438,30.44,69.188,2,,,,,,,,,,,,,,,,,,,,,,,,2.787,66.437,67.828,10,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,7,9,10,5,10,Female,50 to 59,graduated from a 4 year college,I prefer not to answer,Independent,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,A1KKQRREHGF2HC,0,4,47903,Vignette-MeritOpportunity,FL_14,,test-short,1
4/21/2022 21:23,4/21/2022 21:32,IP Address,73.148.53.254,100,536,TRUE,4/21/2022 21:32,R_3ptgLa57gQqucBz,,,,,36.6883,-79.8685,anonymous,ZH-S,I agree,,,,,,At least 60% but below 80% of managers,55.25,70.265,71.633,5,8.885,197.664,204.946,16,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,8,6,10,5,9,Male,40 to 49,"some college education, or 2 year college degree","$30,001 to $50,000",Independent,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A27OAV65FAM3DM,15,0,77563,Vignette-InfoEmployment,FL_12,,,1
4/21/2022 21:20,4/21/2022 21:32,IP Address,204.116.195.202,100,748,TRUE,4/21/2022 21:32,R_31tRwWoz5yrQNFH,,,,,36.2802,-81.5115,anonymous,ZH-S,I agree,,,Jim is awarded a bonus of $400 and Bill is awarded a bonus of $200,,,,3.719,110.195,114.8,5,13.39,222.856,226.137,16,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,7,7,10,7,4,Female,30 to 39,graduated from a 4 year college,"$0 to $15,000",Republican,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,A1505ZMMJAAZE1,15,0,65445,Vignette-MeritEmployment,FL_13,tutorial-highrelevance,,1
4/21/2022 21:38,4/21/2022 21:44,IP Address,76.237.98.231,100,379,TRUE,4/21/2022 21:44,R_2QPx8H0B8Yf9SOb,,,,,37.5281,-121.9732,anonymous,ZH-S,I agree,,,,Jim is awarded a bonus of $300 and Bill is awarded a bonus of $300,,,,,,,4.278,114.671,115.736,20,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,2 years,To create walls for the tunnels they dig,A few days at most,Through their skin,Warm and wet,Earthworms do not sense light but rely on sonar,Castings,"Moles, rats, fish and toads",Twice its own body weight,0,0,42.852,0,,,,,,,,,9,9,7,7,9,Female,30 to 39,graduated from a 4 year college,"$15,001 to $30,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A294RACAMXLFNU,11,0,12810,Vignette-RandomEmployment,FL_13,tutorial-lowrelevance,,1
4/21/2022 21:39,4/21/2022 21:45,IP Address,47.156.116.8,100,350,TRUE,4/21/2022 21:45,R_22DNsTnnyl3aHtw,,,,,34.066,-117.8928,anonymous,ZH-S,I agree,,,,,0 percent of managers,,0,0,55.125,0,7.878,80.435,81.244,15,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,8,8,3,1,10,Male,40 to 49,some graduate school attended or higher,"$130,001 to $170,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A3SGVL69ZBJ9CP,15,0,46130,Vignette-InfoOpportunity,FL_11,,,1
4/21/2022 21:42,4/21/2022 21:54,IP Address,40.136.240.99,100,730,TRUE,4/21/2022 21:54,R_1mr3FqAGdNb0cWe,,,,,35.4666,-79.1758,anonymous,ZH-S,I agree,,Jim is awarded a bonus of $400 and Bill is awarded a bonus of $200,,,,,0,0,157.198,0,9.793,83.638,91.782,16,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,10,9,5,4,6,Female,50 to 59,some graduate school attended or higher,"$30,001 to $50,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A3S4HIGHB1IB8L,15,0,71401,Vignette-RandomOpportunity,FL_12,,,1
4/22/2022 7:30,4/22/2022 7:33,IP Address,72.95.119.160,100,206,TRUE,4/22/2022 7:33,R_1I74TuAjZsCIp0Q,,,,,44.3597,-69.8642,anonymous,ZH-S,I agree,,,,,At least 60% but below 80% of managers,,0,0,34.885,0,4.838,63.174,63.542,16,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,2 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,8,8,9,6,10,Female,23 to 29,"some college education, or 2 year college degree","$30,001 to $50,000",Independent,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,A2E1MMNJAWM3V6,14,0,28183,Vignette-InfoOpportunity,FL_14,,test-long,1
4/22/2022 7:30,4/22/2022 7:34,IP Address,24.239.80.74,100,232,TRUE,4/22/2022 7:34,R_1E0cfiBS3eOaAfg,,,,,41.0996,-80.7523,anonymous,ZH-S,I agree,Jim is awarded a bonus of $400 and Bill is awarded a bonus of $200,,,,,,6.003,6.003,30.991,1,3.659,93.363,94.091,16,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,9,9,10,2,10,Male,23 to 29,completed high school,"$30,001 to $50,000",Independent,,The amount of inequality in society is very unacceptable.,Yes,,Yes,AAC75K1B67YG6,15,0,40597,Vignette-MeritOpportunity,FL_12,,,1
4/22/2022 7:31,4/22/2022 7:34,IP Address,107.77.169.42,100,199,TRUE,4/22/2022 7:34,R_1pmqQRaatQqFCJh,,,,,32.7797,-96.8022,anonymous,ZH-S,I agree,,,,Jim is awarded a bonus of $600 and Bill is awarded a bonus of $0,,,0,0,41.938,0,,,,,,,,,,,,,,,,,,,,,,,,5.455,13.118,14.541,4,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,8,8,10,10,8,Female,40 to 49,completed high school,"$50,001 to $70,000",Independent,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A2MLK58ABRLOWC,0,4,68701,Vignette-RandomEmployment,FL_14,,test-short,1
4/22/2022 7:30,4/22/2022 7:35,IP Address,96.238.35.82,100,327,TRUE,4/22/2022 7:35,R_25EDPQ16ALV8DBV,,,,,41.6925,-71.5705,anonymous,ZH-S,I agree,,,,,,At least 80% of managers,0,0,34.302,0,9.03,115.092,116.55,19,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Micro-organisms,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,0,4,8,5,9,Male,50 to 59,some graduate school attended or higher,I prefer not to answer,I do not vote,,I feel neutral about the current degree of inequality in society.,Yes,,No,A1TEVUU2U1VYYV,14,0,44561,Vignette-InfoEmployment,FL_11,,,1
4/22/2022 7:30,4/22/2022 7:35,IP Address,50.207.103.1,100,313,TRUE,4/22/2022 7:35,R_2YDF15ppcvFJlUI,,,,,34.1151,-83.5749,anonymous,ZH-S,I agree,,Jim is awarded a bonus of $400 and Bill is awarded a bonus of $200,,,,,,,,,4.178,88.323,89.598,20,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,60 days,To create walls for the tunnels they dig,A few days at most,Through their skin,Cool and dry,Earthworms do not sense light but rely on sonar,Castings,"Rats, toads, humans and gophers",1/3 its own body weight,0,0,27.306,0,,,,,,,,,10,10,10,10,10,Female,30 to 39,graduated from a 4 year college,"$30,001 to $50,000",Republican,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A1EC0A8K4VPP76,10,0,12342,Vignette-RandomOpportunity,FL_13,tutorial-lowrelevance,,1
4/22/2022 7:31,4/22/2022 7:36,IP Address,108.34.166.57,100,280,TRUE,4/22/2022 7:36,R_302UYo8M9fI70j4,,,,,41.4443,-71.5317,anonymous,ZH-S,I agree,,,,,,At least 40% but below 60% of managers,0,0,1.613,0,20.316,42.766,46.177,22,Slithering in the rain,Help them seek mates,Insect repellent,Tiny scales similar to those of a snake,Moss or other plants,More than 100,2 years,To attract a mate,Weeks to months,Through their skin,Warm and wet,Via infrared,Earthworm feces,"Rats, fish, hawks and spiders",1/3 its own body weight,,,,,,,,,,,,,9,10,10,9,10,Female,30 to 39,"some college education, or 2 year college degree","$100,001 to $130,000",Republican,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,A6FOS9PXBU1UV,5,0,53106,Vignette-InfoEmployment,FL_11,,,1
4/22/2022 7:33,4/22/2022 7:36,IP Address,172.100.153.175,100,207,TRUE,4/22/2022 7:36,R_rlJvoNsYZ86EUWR,,,,,42.093,-79.244,anonymous,ZH-S,I agree,,,Jim is awarded a bonus of $500 and Bill is awarded a bonus of $100,,,,0,0,18.162,0,5.137,60.276,61.215,19,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,60 days,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their bristles,Casings,"Moles, rats, fish and toads",Twice its own body weight,,,,,,,,,,,,,7,7,7,7,6,Female,50 to 59,graduated from a 4 year college,"$15,001 to $30,000",Republican,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A2SNOG31ZZHXBS,11,0,10242,Vignette-MeritEmployment,FL_11,,,1
4/22/2022 7:31,4/22/2022 7:36,IP Address,136.37.115.99,100,322,TRUE,4/22/2022 7:36,R_DvjN4LdpB6xYAQF,,,,,39.0452,-94.7189,anonymous,ZH-S,I agree,Jim is awarded a bonus of $300 and Bill is awarded a bonus of $300,,,,,,3.519,8.391,110.398,3,4.848,56.776,57.85,15,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,10,8,9,2,10,Male,50 to 59,graduated from a 4 year college,"$130,001 to $170,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,AD75IYA9OIIQF,15,0,56376,Vignette-MeritOpportunity,FL_11,,,1
