startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,locationlatitude,locationlongitude,distributionchannel,userlanguage,q_recaptchascore,consent,ready_quiz7,quiz7_1,quiz7_2,quiz7_3,allocation_luck10,allocation_luck00,allocation_luck01,allocation_luck50,allocation_luck90,allocation_luck99,allocation_luck100,ready_quiz8,quiz8_1,quiz8_2,quiz8_3,edu_15v4_belief,edu_15v4_decision,edu_15v0_belief,edu_15v0_decision,edu_15v1_belief,edu_15v1_decision,edu_15v7_belief,edu_15v7_decision,edu_15v11_belief,edu_15v11_decision,edu_15v14_belief,edu_15v14_decision,edu_15v15_belief,edu_15v15_decision,ready_quiz9,quiz9_1,quiz9_2,quiz9_3,emp_15v4_belief,emp_15v4_decision,emp_15v0_belief,emp_15v0_decision,emp_15v1_belief,emp_15v1_decision,emp_15v7_belief,emp_15v7_decision,emp_15v11_belief,emp_15v11_decision,emp_15v14_belief,emp_15v14_decision,emp_15v15_belief,emp_15v15_decision,survey_consideration,q121_4_text,q121_7_text,survey_opinion_educ,survey_opinion_employ,survey_surpassingReasons,male,age,edu,income,party,q129_6_text,attitude,englishNative,q1211_2_text,followup,connectID,participantid,assignmentid,projectid
2023-07-20 23:47:38,2023-07-20 23:58:49,IP Address,163.116.147.32,100,670,True,2023-07-20 23:58:49,R_3L6UCIEH9AVbW6W,,,,,39.7388,-104.9868,anonymous,EN,1,I agree,,,,,,,,,,,,I am ready for the comprehension quiz.,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,087D9030446F4708A77326B5446D41EA,e14594ee-18ce-4a79-811b-4c3106caeca7,36ddaedd-c0dd-444d-ad90-87b7563bb9ce
2023-07-20 23:58:21,2023-07-20 23:59:00,IP Address,75.64.23.2,100,38,True,2023-07-20 23:59:00,R_1mfKUE9CQcGqUtX,,,,,35.1856,-90.0209,anonymous,EN,0.8999999761581421,I agree,,,,,,,,,,,,I am ready for the comprehension quiz.,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7B8A8400E4C24D8E9D39B9F22F534212,7bb5a04e-be2c-42f2-87ae-cc54402c84e8,36ddaedd-c0dd-444d-ad90-87b7563bb9ce
2023-07-20 23:47:09,2023-07-20 23:59:04,IP Address,68.7.214.61,100,715,True,2023-07-20 23:59:05,R_3oz6oJZCmePIGuD,,,,,32.6065,-117.058,anonymous,EN,1,I agree,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,10,Worker A is paid $3 USD and Worker B is paid $3 USD.,5,Worker A is paid $3 USD and Worker B is paid $3 USD.,5,Worker A is paid $3 USD and Worker B is paid $3 USD.,10,Worker A is paid $3 USD and Worker B is paid $3 USD.,35,Worker A is paid $3 USD and Worker B is paid $3 USD.,80,Worker A is paid $3 USD and Worker B is paid $3 USD.,50,Worker A is paid $3 USD and Worker B is paid $3 USD.,,,,,,,,,,,,,,,,,,,"Generally, I tended not to  redistribute because of another reason (please specify)",fairness,,Both Worker A and Worker B put a similar amount of effort into reading the tutorial materials.,Both Worker A and Worker B put a similar amount of effort into answering the multiple-choice questions.,,Male,60 to 69,"some college education, or 2 year college degree","$70,001 to $100,000",Republican,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,3ACA5629045140EA8F0C8375D72B18DF,3ACA5629045140EA8F0C8375D72B18DF,6cccf43e-d830-4359-bae4-58c80dd39afc,36ddaedd-c0dd-444d-ad90-87b7563bb9ce
2023-07-20 23:47:13,2023-07-20 23:59:13,IP Address,75.129.233.88,100,720,True,2023-07-20 23:59:14,R_3dLc17s6pAdqUx5,,,,,39.4192,-92.4366,anonymous,EN,0.8999999761581421,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,5,Worker A is paid $5 USD and Worker B is paid $1 USD.,0,Worker A is paid $5 USD and Worker B is paid $1 USD.,1,Worker A is paid $5 USD and Worker B is paid $1 USD.,35,Worker A is paid $4 USD and Worker B is paid $2 USD.,50,Worker A is paid $3 USD and Worker B is paid $3 USD.,50,Worker A is paid $3 USD and Worker B is paid $3 USD.,50,Worker A is paid $3 USD and Worker B is paid $3 USD.,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Whether Worker A or Worker B put more effort into reading the tutorial materials depended on the specific scenario in question.,Whether Worker A or Worker B put more effort into answering the multiple-choice questions depended on the specific scenario in question.,Worker B studied the tutorial material more carefully (ie. taking more time to read and think about it) than Worker A did.,Female,30 to 39,completed high school,"$15,001 to $30,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,22E492A741D541719F3F4A32D1FDD283,22E492A741D541719F3F4A32D1FDD283,32312a86-e814-4d5d-96bc-c3ffd684b230,36ddaedd-c0dd-444d-ad90-87b7563bb9ce
2023-07-20 23:46:45,2023-07-20 23:59:25,IP Address,154.6.12.142,100,759,True,2023-07-20 23:59:25,R_3HAdk40pwkmEvxx,,,,,43.6598,-70.2547,anonymous,EN,0.699999988079071,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $4 USD and Worker B is paid $2 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $4 USD and Worker B is paid $2 USD.,Worker A is paid $4 USD and Worker B is paid $2 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Worker A put more effort than Worker B into reading the tutorial materials.,Worker A put more effort than Worker B into answering the multiple-choice questions,,Male,23 to 29,graduated from a 4 year college,"$50,001 to $70,000",Republican,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,C3F6E345BD0A463985CCEBA1D3C73835,C3F6E345BD0A463985CCEBA1D3C73835,bb63903d-b419-4a08-94e6-4690f690bb05,36ddaedd-c0dd-444d-ad90-87b7563bb9ce
2023-07-20 23:47:46,2023-07-20 23:59:30,IP Address,216.82.47.71,100,703,True,2023-07-20 23:59:31,R_3eeGoNJrdrFEf7S,,,,,41.6941,-91.5939,anonymous,EN,0.8999999761581421,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,6,Worker A is paid $3 USD and Worker B is paid $3 USD.,0,Worker A is paid $6 USD and Worker B is paid $0 USD.,1,Worker A is paid $6 USD and Worker B is paid $0 USD.,21,Worker A is paid $5 USD and Worker B is paid $1 USD.,40,Worker A is paid $4 USD and Worker B is paid $2 USD.,45,Worker A is paid $3 USD and Worker B is paid $3 USD.,50,Worker A is paid $3 USD and Worker B is paid $3 USD.,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Both Worker A and Worker B put a similar amount of effort into reading the tutorial materials.,Both Worker A and Worker B put a similar amount of effort into answering the multiple-choice questions.,Worker B studied the tutorial material more carefully (ie. taking more time to read and think about it) than Worker A did.,Male,40 to 49,graduated from a 4 year college,"$50,001 to $70,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,B1861D985B11418589B65CF20A1BBE4F,B1861D985B11418589B65CF20A1BBE4F,3d6dd98b-8bca-487c-983e-1da566784a54,36ddaedd-c0dd-444d-ad90-87b7563bb9ce
2023-07-20 23:55:42,2023-07-20 23:59:44,IP Address,144.121.251.14,100,242,True,2023-07-20 23:59:44,R_3rU0zeHYwovHV2e,,,,,41.5362,-72.0833,anonymous,EN,0.8999999761581421,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Both Worker A and Worker B put a similar amount of effort into reading the tutorial materials.,Both Worker A and Worker B put a similar amount of effort into answering the multiple-choice questions.,,Female,23 to 29,graduated from a 4 year college,"$0 to $15,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,41573D464D51457ABDE4F032CC623E61,41573D464D51457ABDE4F032CC623E61,9f6f55c2-c304-4efb-93d3-8f3ca093f4e4,36ddaedd-c0dd-444d-ad90-87b7563bb9ce
2023-07-20 23:47:14,2023-07-21 00:00:01,IP Address,66.232.50.249,100,767,True,2023-07-21 00:00:02,R_1g75II8wSwAgXcQ,,,,,36.4162,-83.0108,anonymous,EN,0.8999999761581421,I agree,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,30,Worker A is paid $4 USD and Worker B is paid $2 USD.,30,Worker A is paid $4 USD and Worker B is paid $2 USD.,38,Worker A is paid $3 USD and Worker B is paid $3 USD.,40,Worker A is paid $3 USD and Worker B is paid $3 USD.,74,Worker A is paid $3 USD and Worker B is paid $3 USD.,84,Worker A is paid $4 USD and Worker B is paid $2 USD.,100,Worker A is paid $6 USD and Worker B is paid $0 USD.,,,,,,,,,,,,,,,,,,,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Both Worker A and Worker B put a similar amount of effort into reading the tutorial materials.,Both Worker A and Worker B put a similar amount of effort into answering the multiple-choice questions.,,Male,40 to 49,some graduate school attended or higher,"$70,001 to $100,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,98812C54B8004ED489BE276D71C58DC4,98812C54B8004ED489BE276D71C58DC4,152f63f3-09d7-4324-9722-d1634d62cfd5,36ddaedd-c0dd-444d-ad90-87b7563bb9ce
2023-07-20 23:53:08,2023-07-21 00:00:03,IP Address,104.175.211.38,100,414,True,2023-07-21 00:00:04,R_1CCOc9xyiTTy4vO,,,,,34.0544,-118.2441,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,27,Worker A is paid $4 USD and Worker B is paid $2 USD.,0,Worker A is paid $5 USD and Worker B is paid $1 USD.,10,Worker A is paid $5 USD and Worker B is paid $1 USD.,39,Worker A is paid $4 USD and Worker B is paid $2 USD.,51,Worker A is paid $4 USD and Worker B is paid $2 USD.,54,Worker A is paid $4 USD and Worker B is paid $2 USD.,40,Worker A is paid $4 USD and Worker B is paid $2 USD.,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Both Worker A and Worker B put a similar amount of effort into reading the tutorial materials.,Whether Worker A or Worker B put more effort into answering the multiple-choice questions depended on the specific scenario in question.,"Worker B answered their 11 questions very carefully, while Worker A was not so careful when answering their 15 multiple-choice questions.",Male,23 to 29,graduated from a 4 year college,"$50,001 to $70,000",Independent,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,72BB3A064C654EB3B5691574FD8A840B,72BB3A064C654EB3B5691574FD8A840B,0c6774f8-4be2-4889-8933-eeb57045a76d,36ddaedd-c0dd-444d-ad90-87b7563bb9ce
2023-07-20 23:48:53,2023-07-21 00:00:08,IP Address,108.250.47.161,100,675,True,2023-07-21 00:00:09,R_3jUV9fZt2dBuS0Y,,,,,25.4931,-80.4344,anonymous,EN,,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid $5 USD and Worker B is paid $1 USD.,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $4 USD and Worker B is paid $2 USD.,Worker A is paid $5 USD and Worker B is paid $1 USD.,Worker A is paid $6 USD and Worker B is paid $0 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Whether Worker A or Worker B put more effort into reading the tutorial materials depended on the specific scenario in question.,Whether Worker A or Worker B put more effort into answering the multiple-choice questions depended on the specific scenario in question.,,Male,30 to 39,graduated from a 4 year college,"$70,001 to $100,000",Democrat,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,FCA7D42E5DDA4869A097A3CED48E7A22,FCA7D42E5DDA4869A097A3CED48E7A22,d08ff1d4-fd5d-4a58-bae9-a49b4ec55029,36ddaedd-c0dd-444d-ad90-87b7563bb9ce
2023-07-20 23:46:08,2023-07-21 00:00:13,IP Address,99.14.161.177,100,845,True,2023-07-21 00:00:14,R_2sZ3VJzHqYqtXPJ,,,,,32.041,-84.2162,anonymous,EN,1,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $5 USD and Worker B is paid $1 USD.,Worker A is paid $5 USD and Worker B is paid $1 USD.,Worker A is paid $4 USD and Worker B is paid $2 USD.,Worker A is paid $5 USD and Worker B is paid $1 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generally, I tended not to redistribute because I believe the original rules of the reward scheme between the two workers was fair.",,,Both Worker A and Worker B put a similar amount of effort into reading the tutorial materials.,Both Worker A and Worker B put a similar amount of effort into answering the multiple-choice questions.,,Male,40 to 49,some graduate school attended or higher,"$70,001 to $100,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,F11B2B44FAF1465E9FDED2FED435F786,F11B2B44FAF1465E9FDED2FED435F786,a5fa69e0-f517-4364-9c8d-a7dfedf3116e,36ddaedd-c0dd-444d-ad90-87b7563bb9ce
2023-07-20 23:59:39,2023-07-21 00:00:17,IP Address,50.53.28.53,100,38,True,2023-07-21 00:00:18,R_1IsVWr2kU2h59mE,,,,,45.5152,-122.4167,anonymous,EN,1,I agree,,,,,,,,,,,,I am ready for the comprehension quiz.,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EEE2562F5690432DBE42C5C7F46D53D5,4aa438d5-0422-4c79-b29f-ee7849d921aa,36ddaedd-c0dd-444d-ad90-87b7563bb9ce
2023-07-20 23:57:13,2023-07-21 00:00:38,IP Address,73.139.71.253,100,205,True,2023-07-21 00:00:38,R_bIofyQpLZnQyz7P,,,,,26.2154,-80.271,anonymous,EN,1,I agree,I am ready for the comprehension quiz.,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0EDEA0F0E5F49CEBF815EBFF511F5C3,a21df3df-2ed2-466c-881a-806836e089fa,36ddaedd-c0dd-444d-ad90-87b7563bb9ce
2023-07-20 23:46:37,2023-07-21 00:00:48,IP Address,50.80.163.119,100,850,True,2023-07-21 00:00:49,R_svPcdVXX5QNRLl7,,,,,30.6253,-87.896,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,28,Worker A is paid $3 USD and Worker B is paid $3 USD.,0,Worker A is paid $6 USD and Worker B is paid $0 USD.,0,Worker A is paid $6 USD and Worker B is paid $0 USD.,15,Worker A is paid $4 USD and Worker B is paid $2 USD.,40,Worker A is paid $4 USD and Worker B is paid $2 USD.,45,Worker A is paid $3 USD and Worker B is paid $3 USD.,50,Worker A is paid $3 USD and Worker B is paid $3 USD.,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Both Worker A and Worker B put a similar amount of effort into reading the tutorial materials.,Worker A put more effort than Worker B into answering the multiple-choice questions,Worker B is more capable or skilled than Worker A.,Female,50 to 59,some graduate school attended or higher,"$50,001 to $70,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,BB49C249AA0B48AD8EEF0ECB0D4EA50B,BB49C249AA0B48AD8EEF0ECB0D4EA50B,b04bb95b-9d1b-486b-b941-577c8b824862,36ddaedd-c0dd-444d-ad90-87b7563bb9ce
2023-07-20 23:46:17,2023-07-21 00:01:36,IP Address,98.180.255.41,100,919,True,2023-07-21 00:01:36,R_3D5hpUNENnCpn58,,,,,29.7005,-82.308,anonymous,EN,1,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generally, I tended not to redistribute because I believe the original rules of the reward scheme between the two workers was fair.",,,Worker A put more effort than Worker B into reading the tutorial materials.,Worker A put more effort than Worker B into answering the multiple-choice questions,,Male,40 to 49,"some college education, or 2 year college degree","$50,001 to $70,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,6711199FA4D04ADEB76371B1A3F1CE50,6711199FA4D04ADEB76371B1A3F1CE50,6cfd98ce-bb5f-4c70-b38b-30b98ab76623,36ddaedd-c0dd-444d-ad90-87b7563bb9ce
2023-07-20 23:47:10,2023-07-21 00:01:46,IP Address,69.14.135.130,100,875,True,2023-07-21 00:01:46,R_1f7dAeLRN341tZ2,,,,,42.4658,-82.9033,anonymous,EN,1,I agree,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,0,Worker A is paid $3 USD and Worker B is paid $3 USD.,0,Worker A is paid $3 USD and Worker B is paid $3 USD.,1,Worker A is paid $3 USD and Worker B is paid $3 USD.,19,Worker A is paid $3 USD and Worker B is paid $3 USD.,31,Worker A is paid $3 USD and Worker B is paid $3 USD.,44,Worker A is paid $3 USD and Worker B is paid $3 USD.,50,Worker A is paid $6 USD and Worker B is paid $0 USD.,,,,,,,,,,,,,,,,,,,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Both Worker A and Worker B put a similar amount of effort into reading the tutorial materials.,Both Worker A and Worker B put a similar amount of effort into answering the multiple-choice questions.,,Female,60 to 69,"some college education, or 2 year college degree","$15,001 to $30,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,E5562AC4206B4E70911566DD4F8CFA02,E5562AC4206B4E70911566DD4F8CFA02,72031d34-fa7c-40a3-956f-7f138a480772,36ddaedd-c0dd-444d-ad90-87b7563bb9ce
2023-07-20 23:46:46,2023-07-21 00:02:04,IP Address,71.193.45.150,100,918,True,2023-07-21 00:02:05,R_2dnHqP5p7I5mxYK,,,,,39.7272,-121.8129,anonymous,EN,1,I agree,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,15,Worker A is paid $4 USD and Worker B is paid $2 USD.,3,Worker A is paid $5 USD and Worker B is paid $1 USD.,2,Worker A is paid $5 USD and Worker B is paid $1 USD.,30,Worker A is paid $6 USD and Worker B is paid $0 USD.,44,Worker A is paid $5 USD and Worker B is paid $1 USD.,49,Worker A is paid $6 USD and Worker B is paid $0 USD.,50,Worker A is paid $6 USD and Worker B is paid $0 USD.,,,,,,,,,,,,,,,,,,,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Both Worker A and Worker B put a similar amount of effort into reading the tutorial materials.,Worker B put more effort than Worker A into answering the multiple-choice questions,,Female,23 to 29,"some college education, or 2 year college degree","$50,001 to $70,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,C5C14C20A9574D94A238CFF7E3CC00B7,C5C14C20A9574D94A238CFF7E3CC00B7,105a1eb4-aab4-46f7-8b2d-60f6c19853a0,36ddaedd-c0dd-444d-ad90-87b7563bb9ce
2023-07-20 23:50:03,2023-07-21 00:02:10,IP Address,104.231.97.46,100,727,True,2023-07-21 00:02:11,R_2uHRrXOI0euNdt2,,,,,41.6868,-81.3399,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,1,Worker A is paid $3 USD and Worker B is paid $3 USD.,38,Worker A is paid $3 USD and Worker B is paid $3 USD.,0,Worker A is paid $3 USD and Worker B is paid $3 USD.,19,Worker A is paid $3 USD and Worker B is paid $3 USD.,43,Worker A is paid $3 USD and Worker B is paid $3 USD.,49,Worker A is paid $5 USD and Worker B is paid $1 USD.,50,Worker A is paid $5 USD and Worker B is paid $1 USD.,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Whether Worker A or Worker B put more effort into reading the tutorial materials depended on the specific scenario in question.,Whether Worker A or Worker B put more effort into answering the multiple-choice questions depended on the specific scenario in question.,Worker B studied the tutorial material more carefully (ie. taking more time to read and think about it) than Worker A did.,Male,30 to 39,graduated from a 4 year college,"$15,001 to $30,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,1F5DDBF00F4D432EB58F3ADD132ECCD1,1F5DDBF00F4D432EB58F3ADD132ECCD1,e6c3cdc8-71a8-4305-aa9e-78efe49d1db0,36ddaedd-c0dd-444d-ad90-87b7563bb9ce
2023-07-20 23:59:18,2023-07-21 00:02:33,IP Address,104.183.243.99,100,194,True,2023-07-21 00:02:33,R_72O7DGcghcliSBP,,,,,37.7201,-121.919,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F94D569862014D31A0BD59082D0C52BD,1583e374-d753-4997-a20d-dd74325cf0db,36ddaedd-c0dd-444d-ad90-87b7563bb9ce
2023-07-21 00:01:20,2023-07-21 00:02:56,IP Address,50.53.28.53,100,95,True,2023-07-21 00:02:56,R_25WRrCY2pYsjHce,,,,,45.5152,-122.4167,anonymous,EN,0.8999999761581421,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EEE2562F5690432DBE42C5C7F46D53D5,4aa438d5-0422-4c79-b29f-ee7849d921aa,36ddaedd-c0dd-444d-ad90-87b7563bb9ce
2023-07-20 23:47:04,2023-07-21 00:03:30,IP Address,96.232.202.55,100,985,True,2023-07-21 00:03:30,R_YVUuhL5OFwfRgIh,,,,,40.726,-73.848,anonymous,EN,0.8999999761581421,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,40,Worker A is paid $6 USD and Worker B is paid $0 USD.,0,Worker A is paid $6 USD and Worker B is paid $0 USD.,1,Worker A is paid $6 USD and Worker B is paid $0 USD.,4,Worker A is paid $6 USD and Worker B is paid $0 USD.,7,Worker A is paid $6 USD and Worker B is paid $0 USD.,7,Worker A is paid $6 USD and Worker B is paid $0 USD.,8,Worker A is paid $6 USD and Worker B is paid $0 USD.,"Generally, I tended not to  redistribute because I believe it is not my place to change the allocation of payments between the two workers.",,,Whether Worker A or Worker B put more effort into reading the tutorial materials depended on the specific scenario in question.,Worker A put more effort than Worker B into answering the multiple-choice questions,"Worker B answered their 11 questions very carefully, while Worker A was not so careful when answering their 15 multiple-choice questions.",Male,23 to 29,graduated from a 4 year college,"$0 to $15,000",Republican,,The amount of inequality in society is very unacceptable.,Yes,,Yes,ECAEFE5A63CA472C8E6CABBEFAC0539D,ECAEFE5A63CA472C8E6CABBEFAC0539D,5cf1cadb-9c25-4abe-8949-c986b0e14e1e,36ddaedd-c0dd-444d-ad90-87b7563bb9ce
2023-07-20 23:47:54,2023-07-21 00:03:49,IP Address,174.61.197.241,100,955,True,2023-07-21 00:03:50,R_3oKCKXOEhadJPGh,,,,,48.4349,-122.2023,anonymous,EN,1,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid $4 USD and Worker B is paid $2 USD.,Worker A is paid $5 USD and Worker B is paid $1 USD.,Worker A is paid $5 USD and Worker B is paid $1 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers as well as myself.",,,Whether Worker A or Worker B put more effort into reading the tutorial materials depended on the specific scenario in question.,Whether Worker A or Worker B put more effort into answering the multiple-choice questions depended on the specific scenario in question.,,Female,40 to 49,"some college education, or 2 year college degree","$15,001 to $30,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,D04F6CB04CD04617BC6683C605093ECB,D04F6CB04CD04617BC6683C605093ECB,cd1c694c-b474-40b7-b76e-d948dd97c510,36ddaedd-c0dd-444d-ad90-87b7563bb9ce
2023-07-20 23:48:26,2023-07-21 00:03:50,IP Address,73.184.67.94,100,923,True,2023-07-21 00:03:50,R_24bGgWJDy8OiEJp,,,,,33.6934,-84.448,anonymous,EN,1,I agree,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,45,Worker A is paid $4 USD and Worker B is paid $2 USD.,50,Worker A is paid $3 USD and Worker B is paid $3 USD.,20,Worker A is paid $4 USD and Worker B is paid $2 USD.,45,Worker A is paid $3 USD and Worker B is paid $3 USD.,50,Worker A is paid $3 USD and Worker B is paid $3 USD.,60,Worker A is paid $3 USD and Worker B is paid $3 USD.,85,Worker A is paid $3 USD and Worker B is paid $3 USD.,,,,,,,,,,,,,,,,,,,"Generally, I tended not to  redistribute because I believe it is not my place to change the allocation of payments between the two workers.",,,Both Worker A and Worker B put a similar amount of effort into reading the tutorial materials.,Both Worker A and Worker B put a similar amount of effort into answering the multiple-choice questions.,,Male,30 to 39,graduated from a 4 year college,"$30,001 to $50,000",Democrat,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,512FED05A72842BF9658B966FBD7F076,512FED05A72842BF9658B966FBD7F076,c6bb79a5-16c4-471d-a1e2-a7a426e20161,36ddaedd-c0dd-444d-ad90-87b7563bb9ce
2023-07-20 23:47:24,2023-07-21 00:03:52,IP Address,68.103.33.69,100,987,True,2023-07-21 00:03:52,R_D6HZd6KPLFYHcbv,,,,,38.3746,-97.673,anonymous,EN,0.8999999761581421,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,34,Worker A is paid $5 USD and Worker B is paid $1 USD.,0,Worker A is paid $6 USD and Worker B is paid $0 USD.,31,Worker A is paid $5 USD and Worker B is paid $1 USD.,67,Worker A is paid $4 USD and Worker B is paid $2 USD.,66,Worker A is paid $4 USD and Worker B is paid $2 USD.,52,Worker A is paid $4 USD and Worker B is paid $2 USD.,43,Worker A is paid $4 USD and Worker B is paid $2 USD.,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Worker A put more effort than Worker B into reading the tutorial materials.,Worker A put more effort than Worker B into answering the multiple-choice questions,"Worker B answered their 11 questions very carefully, while Worker A was not so careful when answering their 15 multiple-choice questions.",Other or prefer not to say,18 to 22,"some college education, or 2 year college degree",I prefer not to answer,I do not vote,,The amount of inequality in society is very unacceptable.,Yes,,Yes,444C5733BE1148B8ADE3E7FCC72F0C20,444C5733BE1148B8ADE3E7FCC72F0C20,88aa5565-2864-49f4-98ca-19e9964b49a1,36ddaedd-c0dd-444d-ad90-87b7563bb9ce
